,year,month,day,temp,wind,humidity,barometer,visibility,Elec_kW,Gas_mxm,cum_power
2695,2019,7,11,20.177777777777777,10.955555555555556,64.31111111111112,1013.0222222222222,14.235628431518027,-4.0,1.0,23.0
2696,2019,7,12,18.354166666666668,14.625,73.64583333333333,1012.7083333333334,11.692882536973832,-1.0,0.0,20.0
2697,2019,7,13,17.565217391304348,16.043478260869566,78.02173913043478,1018.7391304347826,10.319330051549377,-2.0,1.0,12.0
2698,2019,7,14,16.46808510638298,12.063829787234043,72.57446808510639,1020.7021276595744,10.81950475637208,5.0,1.0,13.0
2699,2019,7,15,15.375,9.020833333333334,75.02083333333333,1020.5625,11.037704963644451,8.0,2.0,9.0
2700,2019,7,16,16.914893617021278,6.74468085106383,68.02127659574468,1019.2765957446809,11.382602065462072,-6.0,1.0,20.0
2701,2019,7,17,18.416666666666668,4.229166666666667,70.91666666666667,1015.1666666666666,10.27980876242766,-8.0,1.0,20.0
2702,2019,7,18,19.23913043478261,12.304347826086957,68.19565217391305,1011.5,12.778104092337264,3.0,0.0,10.0
2703,2019,7,19,20.458333333333332,10.5,63.8125,1013.1875,11.809617524855312,0.0,0.0,17.0
2704,2019,7,20,21.52173913043478,14.304347826086957,64.19565217391305,1010.6521739130435,13.353442647277037,-13.0,0.0,21.0
2705,2019,7,21,19.695652173913043,10.695652173913043,68.23913043478261,1019.8913043478261,12.4329009593734,-4.0,0.0,22.0
2706,2019,7,22,21.914893617021278,10.340425531914894,61.148936170212764,1022.936170212766,12.959274530914044,-13.0,0.0,26.0
2707,2019,7,23,25.695652173913043,6.913043478260869,56.91304347826087,1019.4130434782609,13.698645780240902,-13.0,0.0,27.0
2708,2019,7,24,28.32608695652174,9.782608695652174,51.69565217391305,1013.6304347826087,14.504119757156586,-13.0,0.0,24.0
2709,2019,7,25,29.680851063829788,10.595744680851064,52.702127659574465,1012.9787234042553,13.836386483252454,-14.0,0.0,23.0
2710,2019,7,26,27.68888888888889,15.11111111111111,53.48888888888889,1008.8222222222222,14.235628431518027,-10.0,0.0,21.0
2711,2019,7,27,20.272727272727273,13.795454545454545,86.25,1003.8409090909091,10.239806283640679,10.0,0.0,3.0
2712,2019,7,28,17.91304347826087,14.369565217391305,92.78260869565217,1004.3913043478261,8.91866003858139,0.0,0.0,14.0
2713,2019,7,29,19.543478260869566,6.630434782608695,67.15217391304348,1010.8913043478261,12.98762653470712,-2.0,0.0,15.0
2714,2019,7,30,21.377777777777776,13.755555555555556,59.644444444444446,1010.9555555555555,13.58735156881172,-9.0,0.0,21.0
